Feature1,Feature2,Feature3,Feature4,Cluster
0.3255341137754183,0.2089187373486041,0.15133059340171295,0.8586990763986465,2
0.897423788220371,0.9307039607923795,0.08246448789493344,0.5355084640860394,1
0.3988354577041765,0.873114825865944,0.0736933704907653,0.81233324405265,1
0.2877674454871214,0.17715436351063996,0.7100138397454622,0.2522391874082811,0
0.9616210948705941,0.3737413265893975,0.5439280533910043,0.4467676547731657,1
0.21459614066560717,0.03983331239323917,0.6202831234246536,0.43904518970037554,0
0.4108181910753538,0.653880634991567,0.2227480788463384,0.487929475465788,1
0.35609411855886697,0.7586127157171861,0.58441767161354,0.9917626957543264,1
0.23725265825657194,0.8355847334371587,0.8792176617194778,0.791563732885137,1
0.5681961796428453,0.8280810440164542,0.9193113191840041,0.3811680996657998,1
