Feature1,Feature2,Feature3,Feature4,Cluster
0.5562782737503892,0.4828234058775557,0.670522118630901,0.9569831719050996,1
0.6956060036017094,0.2142042317294386,0.4993381819092154,0.7209448523196491,2
0.049262782016965434,0.8753597738854244,0.21125181986843922,0.3427403032510974,0
0.5848597827545301,0.7573791526166341,0.2975759003047741,0.38291882145680944,0
0.5629903743284872,0.04933204949859438,0.6612937268180953,0.06607057573171349,2
0.12913564178132497,0.8428792542705564,0.023667233844510527,0.22084042255202818,0
0.9548243829603155,0.45239277848205095,0.885973580991945,0.8441143513345108,1
0.6797603242270718,0.7165214403312774,0.5346078073917246,0.09154827108848707,0
0.016612236801215485,0.08477085378469129,0.04306637997246365,0.861260522679917,2
0.7008684847289343,0.8389543718085801,0.412439037207327,0.33225258007668834,0
