Feature1,Feature2,Feature3,Feature4,Cluster
0.31312677451064763,0.8298316327820199,0.5763693431931923,0.02442666053019127,2
0.8656122268394524,0.0922965197711001,0.20112819841384733,0.9499023296162185,1
0.5684422214993239,0.10765328702827459,0.6918310014778378,0.5646799222396611,1
0.896680554059953,0.47793457068868495,0.40104874111949407,0.16122928329383013,0
0.8034191988007625,0.44157917737907726,0.256011529560483,0.74809181536921,0
0.1907950683655053,0.9327628005164095,0.8769516919230578,0.587010298230371,2
0.18977492776158678,0.8536100629998626,0.09453596187154067,0.5929099163368903,2
0.3028906447541999,0.6675221689198534,0.01751407912127223,0.23601703580446853,2
0.17936837424426277,0.42089164669822865,0.629847523005205,0.4872189379499028,1
0.531905136357989,0.10685099536499887,0.7071288735880401,0.6250791195816905,1
