Feature1,Feature2,Feature3,Feature4,Cluster
0.957241599962238,0.2685604178813312,0.08448352080296628,0.2536491947799817,2
0.5857358235505679,0.9583734370242066,0.8881335274188511,0.5299039854644165,1
0.5426351710886969,0.10702756584610362,0.3845890163923411,0.6670441818392662,1
0.29978983848268426,0.7036722791245327,0.2688941533138677,0.02927926497563771,0
0.37448170649954216,0.83213976916731,0.6526891848985139,0.0068386853864045305,0
0.6400890372764866,0.1980506848146144,0.7169297577431366,0.8509629469307904,1
0.5477768912450011,0.520569247110507,0.8230434399331578,0.5514895112845133,1
0.9076811966344802,0.04403463589810974,0.5401959344721565,0.40116042067619684,2
0.7188262915849466,0.290836300713634,0.8763438123625759,0.42392635978860027,1
0.41400914405936395,0.5626510151922307,0.491486929362013,0.49258438310108577,1
